Engine z axis,Engine radius,Channel width,Channel height,Fin width,Hydraulic diameter,Channel cross-sectionnal area,xA,yA,xB,yB,xC,yC,xD,yD
-109.81963927855712,55.0,2.5,3.0,2.8311875333644974,2.7272727272727284,7.500000000000007e-06,-1.25,56.0,1.25,56.0,1.25,59.00000000000001,-1.25,59.00000000000001
-109.21843687374749,55.0,2.5,3.0,2.8311875333644974,2.7272727272727284,7.500000000000007e-06,-1.25,56.0,1.25,56.0,1.25,59.00000000000001,-1.25,59.00000000000001
-108.61723446893787,55.0,2.5,3.0,2.8311875333644974,2.7272727272727284,7.500000000000007e-06,-1.25,56.0,1.25,56.0,1.25,59.00000000000001,-1.25,59.00000000000001
-108.01603206412825,55.0,2.5,3.0,2.8311875333644974,2.7272727272727284,7.500000000000007e-06,-1.25,56.0,1.25,56.0,1.25,59.00000000000001,-1.25,59.00000000000001
-107.41482965931863,55.0,2.5,3.0,2.8311875333644974,2.7272727272727284,7.500000000000007e-06,-1.25,56.0,1.25,56.0,1.25,59.00000000000001,-1.25,59.00000000000001
-106.81362725450902,55.0,2.5,3.0,2.8311875333644974,2.7272727272727284,7.500000000000007e-06,-1.25,56.0,1.25,56.0,1.25,59.00000000000001,-1.25,59.00000000000001
-106.21242484969939,55.0,2.5,3.0,2.8311875333644974,2.7272727272727284,7.500000000000007e-06,-1.25,56.0,1.25,56.0,1.25,59.00000000000001,-1.25,59.00000000000001
-105.61122244488978,55.0,2.5,3.0,2.8311875333644974,2.7272727272727284,7.500000000000007e-06,-1.25,56.0,1.25,56.0,1.25,59.00000000000001,-1.25,59.00000000000001
-105.01002004008016,55.0,2.5,3.0,2.8311875333644974,2.7272727272727284,7.500000000000007e-06,-1.25,56.0,1.25,56.0,1.25,59.00000000000001,-1.25,59.00000000000001
-104.40881763527055,55.0,2.5,3.0,2.8311875333644974,2.7272727272727284,7.500000000000007e-06,-1.25,56.0,1.25,56.0,1.25,59.00000000000001,-1.25,59.00000000000001
-103.80761523046093,55.0,2.5,3.0,2.8311875333644974,2.7272727272727284,7.500000000000007e-06,-1.25,56.0,1.25,56.0,1.25,59.00000000000001,-1.25,59.00000000000001
-103.2064128256513,55.0,2.5,3.0,2.8311875333644974,2.7272727272727284,7.500000000000007e-06,-1.25,56.0,1.25,56.0,1.25,59.00000000000001,-1.25,59.00000000000001
-102.60521042084169,55.0,2.5,3.0,2.8311875333644974,2.7272727272727284,7.500000000000007e-06,-1.25,56.0,1.25,56.0,1.25,59.00000000000001,-1.25,59.00000000000001
-102.00400801603206,55.0,2.5,3.0,2.8311875333644974,2.7272727272727284,7.500000000000007e-06,-1.25,56.0,1.25,56.0,1.25,59.00000000000001,-1.25,59.00000000000001
-101.40280561122245,55.0,2.5,3.0,2.8311875333644974,2.7272727272727284,7.500000000000007e-06,-1.25,56.0,1.25,56.0,1.25,59.00000000000001,-1.25,59.00000000000001
-100.80160320641282,55.0,2.5,3.0,2.8311875333644974,2.7272727272727284,7.500000000000007e-06,-1.25,56.0,1.25,56.0,1.25,59.00000000000001,-1.25,59.00000000000001
-100.20040080160321,55.0,2.5,3.0,2.8311875333644974,2.7272727272727284,7.500000000000007e-06,-1.25,56.0,1.25,56.0,1.25,59.00000000000001,-1.25,59.00000000000001
-99.59919839679358,55.0,2.5,3.0,2.8311875333644974,2.7272727272727284,7.500000000000007e-06,-1.25,56.0,1.25,56.0,1.25,59.00000000000001,-1.25,59.00000000000001
-98.99799599198397,55.0,2.5,3.0,2.8311875333644974,2.727272727244872,7.499999999831476e-06,-1.25,56.0,1.25,56.0,1.25,59.00000000000001,-1.25,59.00000000000001
-98.39679358717434,54.9999959696307,2.5,3.0,2.8311871496742373,2.727268448906801,7.499974115934873e-06,-1.25,55.9999959696307,1.25,55.9999959696307,1.25,58.99999596963071,-1.25,58.99999596963071
-97.79559118236472,54.99852891113856,2.499831322402348,2.9997750965364633,2.8312161636300317,2.7270318884565454,7.498644197656144e-06,-1.249915661201174,55.99852891113856,1.249915661201174,55.99852891113856,1.249915661201174,58.998304007675024,-1.249915661201174,58.998304007675024
-97.1943887775551,54.99359934728085,2.499328060493952,2.9991040806586025,2.831250132156586,2.7263609293524502,7.494887703861091e-06,-1.249664030246976,55.99359934728085,1.249664030246976,55.99359934728085,1.249664030246976,58.992703427939446,-1.249664030246976,58.992703427939446
-96.59318637274548,54.985061721006815,2.498494370601654,2.9979924941355383,2.831271041928229,2.725261241057083,7.488738313132661e-06,-1.249247185300827,55.985061721006815,1.249247185300827,55.985061721006815,1.249247185300827,58.983054215142346,-1.249247185300827,58.983054215142346
-95.99198396793588,54.97291507231771,2.497334409052295,2.9964458787363935,2.831274645226454,2.72373776943912,7.480226477349418e-06,-1.2486672045261475,55.97291507231771,1.2486672045261475,55.97291507231771,1.2486672045261475,58.96936095105411,-1.2486672045261475,58.96936095105411
-95.39078156312625,54.95715800035282,2.4958523321727175,2.9944697762302903,2.83125665236279,2.7217954896570085,7.469383931720898e-06,-1.2479261660863588,55.95715800035282,1.2479261660863588,55.95715800035282,1.2479261660863588,58.95162777658311,-1.2479261660863588,58.95162777658311
-94.78957915831664,54.93778872203869,2.4940522962897624,2.9920697283863498,2.831212737262199,2.719439399616664,7.456243610426579e-06,-1.2470261481448812,55.93778872203869,1.2470261481448812,55.93778872203869,1.2470261481448812,58.92985845042504,-1.2470261481448812,58.92985845042504
-94.18837675350701,54.91480501674722,2.4919384577302717,2.9892512769736954,2.8311385321945406,2.716669768328847,7.440810992829314e-06,-1.2459692288651358,55.91480501674722,1.2459692288651358,55.91480501674722,1.2459692288651358,58.90405629372092,-1.2459692288651358,58.90405629372092
-93.58717434869739,54.888154899519634,2.489514972821086,2.986019963761448,2.8310249318764678,2.713496992327516,7.4231535848191585e-06,-1.244757486410543,55.888154899519634,1.244757486410543,55.888154899519634,1.244757486410543,58.87417486328108,-1.244757486410543,58.87417486328108
-92.98597194388778,54.85785243277894,2.486785997889048,2.9823813305187303,2.8308691187206816,2.7099287302372277,7.403323208890413e-06,-1.243392998944524,55.85785243277894,1.243392998944524,55.85785243277894,1.243392998944524,58.840233763297675,-1.243392998944524,58.840233763297675
-92.38476953907815,54.82392692862811,2.4837556892609984,2.978340919014664,2.830669726906017,2.705966919851768,7.381338178756303e-06,-1.2418778446304992,55.82392692862811,1.2418778446304992,55.82392692862811,1.2418778446304992,58.80226784764278,-1.2418778446304992,58.80226784764278
-91.78356713426854,54.78637455476478,2.480428203263779,2.973904271018372,2.8304222352712998,2.701616678708938,7.3572367921738214e-06,-1.2402141016318895,55.78637455476478,1.2402141016318895,55.78637455476478,1.2402141016318895,58.760278825783146,-1.2402141016318895,58.760278825783146
-91.18236472945891,54.74519106382616,2.476807696224231,2.969076928298975,2.830122083141698,2.6968831416308165,7.331058246421618e-06,-1.2384038481121156,55.74519106382617,1.2384038481121156,55.74519106382617,1.2384038481121156,58.71426799212514,-1.2384038481121156,58.71426799212514
-90.5811623246493,54.70037176967525,2.4728983244691967,2.9638644326255954,2.829764668071169,2.6917714673397186,7.302842634164625e-06,-1.2364491622345983,55.70037176967525,1.2364491622345983,55.70037176967525,1.2364491622345983,58.66423620230085,-1.2364491622345983,58.66423620230085
-89.97995991983967,54.6519115743764,2.4687042443255174,2.958272325767356,2.8293453484105333,2.6862868296262246,7.272630847263232e-06,-1.2343521221627587,55.6519115743764,1.2343521221627587,55.6519115743764,1.2343521221627587,58.61018390014375,-1.2343521221627587,58.61018390014375
-89.37875751503005,54.59980494170976,2.4642296121200338,2.9523061494933787,2.828859440786053,2.680434424004738,7.240464573323401e-06,-1.2321148060600169,55.59980494170976,1.2321148060600169,55.59980494170976,1.2321148060600169,58.55211109120314,-1.2321148060600169,58.55211109120314
-88.77755511022043,54.54404591572784,2.4594785841795885,2.9459714455727846,2.8283022218660094,2.674219459713425,7.2063862053495374e-06,-1.2297392920897943,55.54404591572784,1.2297392920897943,55.54404591572784,1.2297392920897943,58.49001736130062,-1.2297392920897943,58.49001736130062
-88.1763527054108,54.48462809839798,2.4544553168310226,2.9392737557746966,2.827668926232277,2.6676471608164,7.1704388060772455e-06,-1.2272276584155113,55.48462809839798,1.2272276584155113,55.48462809839798,1.2272276584155113,58.42390185417268,-1.2272276584155113,58.42390185417268
-87.5751503006012,54.42154464079477,2.4491639664011773,2.932218621868237,2.8269547455418422,2.6607227760530674,7.132666123873656e-06,-1.2245819832005886,55.42154464079478,1.2245819832005886,55.42154464079478,1.2245819832005886,58.353763262663016,-1.2245819832005886,58.353763262663016
-86.97394789579158,54.35478828083696,2.443608689216895,2.9248115856225265,2.826154832119341,2.6534515617679872,7.093112450381399e-06,-1.2218043446084474,55.35478828083696,1.2218043446084474,55.35478828083696,1.2218043446084474,58.27959986645949,-1.2218043446084474,58.27959986645949
-86.37274549098197,54.28435130430072,2.4377936416050168,2.9170581888066884,2.825264295245542,2.6458244954080823,7.051739320798423e-06,-1.2188968208025084,55.28435130430072,1.2188968208025084,55.28435130430072,1.2188968208025084,58.201409493107406,-1.2188968208025084,58.201409493107406
-85.77154308617234,54.210170022008036,2.4317229798923834,2.9089639731898447,2.8242729153980375,2.6378712491179344,7.008734593732256e-06,-1.2158614899461917,55.210170022008036,1.2158614899461917,55.210170022008036,1.2158614899461917,58.11913399519788,-1.2158614899461917,58.11913399519788
-85.17034068136273,54.132278128684796,2.425400860405838,2.9005344805411166,2.823179743980386,2.629590840500967,6.964107089297847e-06,-1.212700430202919,55.132278128684796,1.212700430202919,55.132278128684796,1.212700430202919,58.032812609225914,-1.212700430202919,58.032812609225914
-84.5691382765531,54.05068118678495,2.4188314394722203,2.8917752526296274,2.8219811542101265,2.6209848321780806,6.917881160141332e-06,-1.2094157197361102,55.05068118678495,1.2094157197361102,55.05068118678495,1.2094157197361102,57.94245643941458,-1.2094157197361102,57.94245643941458
-83.96793587174348,53.965369736241875,2.412018873418373,2.882691831224498,2.820672089164179,2.612058548280831,6.870103377824963e-06,-1.2060094367091865,54.965369736241875,1.2060094367091865,54.965369736241875,1.2060094367091865,57.848061567466374,-1.2060094367091865,57.848061567466374
-83.36673346693387,53.87633385058107,2.4049673185711384,2.8732897580948507,2.8192474475175398,2.6028173291642083,6.820820666783372e-06,-1.2024836592855692,54.87633385058107,1.2024836592855692,54.87633385058107,1.2024836592855692,57.749623608675925,-1.2024836592855692,57.749623608675925
-82.76553106212424,53.78356314957255,2.3976809312573555,2.8635745750098076,2.8177020847477845,2.593266517369138,6.770080185565496e-06,-1.1988404656286777,54.78356314957255,1.1988404656286777,54.78356314957255,1.1988404656286777,57.64713772458235,-1.1988404656286777,57.64713772458235
-82.16432865731463,53.687046767532344,2.3901638678038686,2.853551823738491,2.816030810117376,2.5834114708171,6.717929364823214e-06,-1.1950819339019343,54.687046767532344,1.1950819339019343,54.687046767532344,1.1950819339019343,57.540598591270836,-1.1950819339019343,57.540598591270836
-81.563126252505,53.58677336688492,2.3824202845375173,2.8432270460500235,2.814228387964806,2.573257552530965,6.664415811532055e-06,-1.1912101422687587,54.58677336688493,1.1912101422687587,54.58677336688493,1.1912101422687587,57.430000412934945,-1.1912101422687587,57.430000412934945
-80.96192384769539,53.48273112069273,2.3744543377851444,2.8326057837135257,2.81228953604141,2.5628101405906722,6.609587328756989e-06,-1.1872271688925722,54.48273112069273,1.1872271688925722,54.48273112069273,1.1872271688925722,57.31533690440626,-1.1872271688925722,57.31533690440626
-80.36072144288576,53.374907726320345,2.3662701838735907,2.8216935784981203,2.810208926812194,2.5520746154882383,6.553491808280751e-06,-1.1831350919367953,54.374907726320345,1.1831350919367953,54.374907726320345,1.1831350919367953,57.196601304818465,-1.1831350919367953,57.196601304818465
-79.75951903807615,53.26329038332579,2.3578719791296976,2.81049597217293,2.8079811853510894,2.5410563629434115,6.4961772116556655e-06,-1.1789359895648488,54.26329038332579,1.1789359895648488,54.26329038332579,1.1789359895648488,57.07378635549872,-1.1789359895648488,57.07378635549872
-79.15831663326652,53.14786578234855,2.349263879880307,2.799018506507076,2.805600888283098,2.5297607809317504,6.437691574565577e-06,-1.1746319399401535,54.14786578234856,1.1746319399401535,54.14786578234856,1.1746319399401535,56.946884288855635,-1.1746319399401535,56.946884288855635
-78.5571142284569,53.02862011399849,2.3404500424522605,2.787266723269681,2.803062564630509,2.5181932714362905,6.37808292670143e-06,-1.1702250212261303,54.02862011399849,1.1702250212261303,54.02862011399849,1.1702250212261303,56.815886837268174,-1.1702250212261303,56.815886837268174
-77.9559118236473,52.9055390562322,2.3314346231723997,2.7752461642298667,2.800360694611139,2.506359243479889,6.317399275201662e-06,-1.1657173115861998,53.9055390562322,1.1657173115861998,53.9055390562322,1.1657173115861998,56.68078522046207,-1.1657173115861998,56.68078522046207
-77.35470941883767,52.778607771026195,2.3222217783675654,2.762962371156754,2.7974897093216122,2.494264101249703,6.255688507334758e-06,-1.1611108891837827,53.778607771026195,1.1611108891837827,53.778607771026195,1.1611108891837827,56.54157014218295,-1.1611108891837827,56.54157014218295
-76.75350701402806,52.64781087316925,2.3128156643646003,2.750420885819467,2.794443987766404,2.481913268019951,6.192998488865353e-06,-1.1564078321823001,53.64781087316925,1.1564078321823001,53.64781087316925,1.1564078321823001,56.39823175898872,-1.1564078321823001,56.39823175898872
-76.15230460921843,52.51313245890128,2.303220437490345,2.737627249987127,2.791217859584254,2.4693121666790323,6.129376926067149e-06,-1.1516102187451724,53.51313245890128,1.1516102187451724,53.51313245890128,1.1516102187451724,56.25075970888841,-1.1516102187451724,56.25075970888841
-75.55110220440882,52.37455608684009,2.293440254071642,2.7245870054288557,2.787805603232394,2.456466212515368,6.064871297397104e-06,-1.146720127035821,53.37455608684009,1.146720127035821,53.37455608684009,1.146720127035821,56.099143092268946,-1.146720127035821,56.099143092268946
-74.94989979959921,52.232064744738075,2.2834792704353317,2.7113056939137756,2.784201442821801,2.443368351231369,5.999463018816035e-06,-1.1417396352176659,53.23206474473808,1.1417396352176659,53.23206474473808,1.1417396352176659,55.943370438651854,-1.1417396352176659,55.943370438651854
-74.34869739478958,52.08561326011226,2.2733416429082562,2.697788857211008,2.7803969216153073,2.4300492488552945,5.933332881596829e-06,-1.1366708214541281,53.08561326011226,1.1366708214541281,53.08561326011226,1.1366708214541281,55.78340211732327,-1.1366708214541281,55.78340211732327
-73.74749498997996,51.93521220195263,2.2630315278172564,2.684042037089675,2.776388889451566,2.4165025413179535,5.866464907749174e-06,-1.1315157639086282,52.93521220195263,1.1315157639086282,52.93521220195263,1.1315157639086282,55.619254239042306,-1.1315157639086282,55.619254239042306
-73.14629258517033,51.780844853658586,2.2525530814891748,2.6700707753188992,2.772171598587081,2.4027328061858793,5.7989010992788165e-06,-1.1262765407445874,52.780844853658586,1.1262765407445874,52.780844853658586,1.1262765407445874,55.450915628977484,-1.1262765407445874,55.450915628977484
-72.5450901803607,51.6224920208165,2.241910460250853,2.6558806136678035,2.7677390653911056,2.388745483664975,5.7306876826896585e-06,-1.1209552301254264,52.6224920208165,1.1209552301254264,52.6224920208165,1.1209552301254264,55.278372634484306,-1.1209552301254264,55.278372634484306
-71.9438877755511,51.46013392657009,2.231107820429132,2.6414770939055083,2.7630852507844823,2.3745459996762026,5.661870454767826e-06,-1.115553910214566,52.46013392657009,1.115553910214566,52.46013392657009,1.115553910214566,55.1016110204756,-1.115553910214566,55.1016110204756
-71.34268537074148,51.293750171367556,2.2201493183508525,2.626865757801137,2.7582040564075805,2.360139799941315,5.592494932195233e-06,-1.1100746591754262,52.293750171367556,1.1100746591754262,52.293750171367556,1.1100746591754262,54.92061592916869,-1.1100746591754262,54.92061592916869
-70.74148296593185,51.12331976379113,2.209039110342858,2.6120521471238103,2.7530893275552595,2.3455323037469844,5.522606090829593e-06,-1.104519555171429,52.12331976379113,1.104519555171429,52.12331976379113,1.104519555171429,54.735371910914935,-1.104519555171429,54.735371910914935
-70.14028056112222,50.94882105784531,2.197781352731988,2.597041803642651,2.7477348472067264,2.330728957737146,5.452248614543333e-06,-1.098890676365994,51.94882105784531,1.098890676365994,51.94882105784531,1.098890676365994,54.54586286148796,-1.098890676365994,54.54586286148796
-69.53907815631261,50.770231799007426,2.1863802018450857,2.5818402691267806,2.7421343404095335,2.3157351817936447,5.381466598975693e-06,-1.0931901009225429,51.770231799007426,1.0931901009225429,51.770231799007426,1.0931901009225429,54.352072068134206,-1.0931901009225429,54.352072068134206
-68.93787575150301,50.58752906314797,2.1748398140089917,2.566453085345323,2.736281468464814,2.3005564068904656,5.310303719480856e-06,-1.0874199070044959,51.58752906314797,1.0874199070044959,51.58752906314797,1.0874199070044959,54.15398214849329,-1.0874199070044959,54.15398214849329
-68.33667334669339,50.40068927086536,2.1631643455505483,2.5508857940673977,2.7301698302919455,2.2851980546164277,5.238803107238432e-06,-1.0815821727752741,51.40068927086536,1.0815821727752741,51.40068927086536,1.0815821727752741,53.951575064932754,-1.0815821727752741,53.951575064932754
-67.73547094188376,50.20968816232606,2.151357952796596,2.535143937062128,2.723792960033336,2.269665561929423,5.167007448930344e-06,-1.075678976398298,51.20968816232606,1.075678976398298,51.20968816232606,1.075678976398298,53.744832099388184,-1.075678976398298,53.744832099388184
-67.13426853707413,50.01450081907403,2.139424792073977,2.5192330560986362,2.7171443291306727,2.253964320316746,5.094958672132803e-06,-1.0697123960369885,51.01450081907403,1.0697123960369885,51.01450081907403,1.0697123960369885,53.533733875172665,-1.0697123960369885,53.533733875172665
-66.53306613226454,49.815101573099554,2.1273690197095325,2.503158692946044,2.7102173376683063,2.238099772355036,5.022698391804822e-06,-1.0636845098547663,50.815101573099554,1.0636845098547663,50.815101573099554,1.0636845098547663,53.3182602660456,-1.0636845098547663,53.3182602660456
-65.93186372745491,49.611464095167165,2.115194792030105,2.486926389373473,2.703005322782039,2.2220773097191127,4.950267401529361e-06,-1.0575973960150524,50.611464095167165,1.0575973960150524,50.611464095167165,1.0575973960150524,53.09839048454064,-1.0575973960150524,53.09839048454064
-65.33066132264528,49.40356129556659,2.1029062653625346,2.4705416871500456,2.6955015492106424,2.2059023310101686,4.877705934341314e-06,-1.0514531326812673,50.40356129556659,1.0514531326812673,50.40356129556659,1.0514531326812673,52.874102982716636,-1.0514531326812673,52.874102982716636
-64.72945891783566,49.191365332041286,2.0905075960336634,2.4540101280448843,2.68769921005065,2.1895698138700683,4.805005598316834e-06,-1.0452537980168317,50.191365332041286,1.0452537980168317,50.191365332041286,1.0452537980168317,52.64537546008617,-1.0452537980168317,52.64537546008617
-64.12825651302603,48.97482929636352,2.078002940370333,2.4373372538271108,2.6795896833223822,2.1730922267449726,4.732239001692419e-06,-1.0390014701851664,49.97482929636352,1.0390014701851664,49.97482929636352,1.0390014701851664,52.412166550190626,-1.0390014701851664,52.412166550190626
-63.52705410821643,48.75391831038665,2.0653964546993855,2.4205286062658473,2.6711654923072023,2.1564888180654136,4.659507546769027e-06,-1.0326982273496927,49.75391831038665,1.0326982273496927,49.75391831038665,1.0326982273496927,52.174446916652506,-1.0326982273496927,52.174446916652506
-62.925851703406806,48.528620762503635,2.052692295347662,2.4035897271302153,2.6624213752558634,2.1397543141056157,4.58679977090144e-06,-1.026346147673831,49.528620762503635,1.026346147673831,49.528620762503635,1.026346147673831,51.93221048963385,-1.026346147673831,51.93221048963385
-62.32464929859719,48.29890551833443,2.0398946186420033,2.386526158189338,2.6533502118554746,2.122894087529761,4.514152589332238e-06,-1.0199473093210016,49.29890551833443,1.0199473093210016,49.29890551833443,1.0199473093210016,51.68543167652376,-1.0199473093210016,51.68543167652376
-61.72344689378756,48.06474061928551,2.0270075809092516,2.3693434412123358,2.643944803328205,2.105913504972,4.441602202910865e-06,-1.0135037904546258,49.06474061928551,1.0135037904546258,49.06474061928551,1.0135037904546258,51.43408406049784,-1.0135037904546258,51.43408406049784
-61.12224448897796,47.82609326742031,2.014035338476249,2.3520471179683327,2.634197870990955,2.0888179056701377,4.369183992512241e-06,-1.0070176692381245,48.82609326742032,1.0070176692381245,48.82609326742032,1.0070176692381245,51.17814038538865,-1.0070176692381245,51.17814038538865
-60.521042084168336,47.582929774593865,2.000982047669836,2.3346427302264483,2.62410205141298,2.071612635243519,4.2969326569709905e-06,-1.000491023834918,48.582929774593865,1.000491023834918,48.582929774593865,1.000491023834918,50.91757250482031,-1.000491023834918,50.91757250482031
-59.91983967935871,47.33521556909266,1.987851864816855,2.3171358197558067,2.6136498970480084,2.054303034733327,4.2248821523028935e-06,-0.9939259324084275,48.33521556909266,0.9939259324084275,48.33521556909266,0.9939259324084275,50.65235138884847,-0.9939259324084275,50.65235138884847
-59.31863727454908,47.082915183414066,1.9746489462441468,2.2995319283255284,2.6028338750708455,2.0368944168640284,4.153065580704636e-06,-0.9873244731220734,48.082915183414066,0.9873244731220734,48.082915183414066,0.9873244731220734,50.382447111739594,-0.9873244731220734,50.382447111739594
-58.71743486973946,46.82599220283998,1.961377448278553,2.2818365977047375,2.5916463624815926,2.019392102679645,4.08151533812311e-06,-0.9806887241392765,47.82599220283998,0.9806887241392765,47.82599220283998,0.9806887241392765,50.107828800544716,-0.9806887241392765,50.107828800544716
-58.116232464929865,46.56440927501322,1.9480415272469163,2.264055369662555,2.5800796470173193,2.0018013790732923,4.010262926654752e-06,-0.9740207636234581,47.564409275013226,0.9740207636234581,47.564409275013226,0.9740207636234581,49.828464644675776,-0.9740207636234581,49.828464644675776
-57.51503006012024,46.29812804948271,1.9346453394760763,2.246193785968102,2.568125921396778,1.9841275500963445,3.9393391612724056e-06,-0.9673226697380382,47.29812804948271,0.9673226697380382,47.29812804948271,0.9673226697380382,49.544321835450816,-0.9673226697380382,49.544321835450816
-56.91382765531061,46.027109201568365,1.9211930412928762,2.2282573883905017,2.55577728559234,1.9663758846355104,3.868773945673089e-06,-0.9605965206464381,47.027109201568365,0.9605965206464381,47.027109201568365,0.9605965206464381,49.25536658995887,-0.9605965206464381,49.25536658995887
-56.312625250500986,45.751312370560846,1.9076887890241563,2.2102517186988755,2.5430257409466184,1.9485061543391526,3.7984151443208915e-06,-0.9538443945120781,46.751312370560846,0.9538443945120781,46.751312370560846,0.9538443945120781,48.961564089259724,-0.9538443945120781,48.961564089259724
-55.71142284569136,45.47062279006191,1.8941367389967592,2.1921823186623457,2.529856205397207,1.9305784001458475,3.728513055257222e-06,-0.9470683694983796,46.47062279006191,0.9470683694983796,46.47062279006191,0.9470683694983796,48.66280510872426,-0.9470683694983796,48.66280510872426
-55.11022044088176,45.18501341255981,1.8805410475375264,2.174054730050035,2.516261947700169,1.912619399865222,3.659177704824438e-06,-0.9402705237687632,46.18501341255981,0.9402705237687632,46.18501341255981,0.9402705237687632,48.35906814260984,-0.9402705237687632,48.35906814260984
-54.509018036072135,44.894490383595496,1.8669058709732984,2.155874494631065,2.5022393965827936,1.8946033700697893,3.5903121871211765e-06,-0.9334529354866492,45.894490383595496,0.9334529354866492,45.894490383595496,0.9334529354866492,48.05036487822657,-0.9334529354866492,48.05036487822657
-53.907815631262515,44.59900872339284,1.8532353656309175,2.1376471541745565,2.487780113653563,1.876535519107662,3.521942276799365e-06,-0.9266176828154588,45.59900872339284,0.9266176828154588,45.59900872339284,0.9266176828154588,47.736655877567394,-0.9266176828154588,47.736655877567394
-53.30661322645289,44.298522290158914,1.8395336878372248,2.1193782504496332,2.472875549897221,1.8584210351455113,3.454092877218053e-06,-0.9197668439186124,45.298522290158914,0.9197668439186124,45.298522290158914,0.9197668439186124,47.41790054060854,-0.9197668439186124,47.41790054060854
-52.70541082164329,43.992983742589715,1.825804993919063,2.1010733252254172,2.457517042105326,1.8402650897361392,3.386788033303226e-06,-0.9129024969595315,44.992983742589715,0.9129024969595315,44.992983742589715,0.9129024969595315,47.09405706781513,-0.9129024969595315,47.09405706781513
-52.104208416833664,43.68234450800597,1.8120534402032722,2.0827379202710294,2.4416958098427815,1.8220338789167552,3.3199081684101073e-06,-0.9060267201016361,44.68234450800597,0.9060267201016361,44.68234450800597,0.9060267201016361,46.765082428277,-0.9060267201016361,46.765082428277
-51.50300601202404,43.36649295208209,1.798283183016694,2.064377577355592,2.425397069219804,1.8037285677426347,3.2534665784310033e-06,-0.899141591508347,44.3664929520821,0.899141591508347,44.3664929520821,0.899141591508347,46.43087052943769,-0.899141591508347,46.43087052943769
-50.90180360721441,43.045310057306615,1.7844983786861708,2.0459978382482276,2.4086053334689534,1.7854725571539423,3.187913202410257e-06,-0.8922491893430854,44.045310057306615,0.8922491893430854,44.045310057306615,0.8922491893430854,46.09130789555484,-0.8922491893430854,46.09130789555484
-50.300601202404785,42.71886282256792,1.770703183538544,2.0276042447180584,2.391322824542647,1.7671954303300248,3.122991944658645e-06,-0.885351591769272,43.71886282256792,0.885351591769272,43.71886282256792,0.885351591769272,45.746467067285984,-0.885351591769272,45.746467067285984
-49.69939879759519,42.387097100294376,1.756901753900655,2.0092023385342066,2.373540231277279,1.7489022623471575,3.0587225350163043e-06,-0.8784508769503275,43.387097100294376,0.8784508769503275,43.387097100294376,0.8784508769503275,45.396299438828585,-0.8784508769503275,45.396299438828585
-49.09819639278557,42.04995731972695,1.743098246099345,1.9907976614657934,2.35524810702212,1.7305980958474565,2.9951237980021096e-06,-0.8715491230496725,43.04995731972695,0.8715491230496725,43.04995731972695,0.8715491230496725,45.04075498119275,-0.8715491230496725,45.04075498119275
-48.49699398797594,41.707386428393455,1.7292968164614555,1.9723957552819407,2.336436864067676,1.7130549019612857,2.934815987703939e-06,-0.8646484082307277,42.70738642839346,0.8646484082307277,42.70738642839346,0.8646484082307277,44.6797821836754,-0.8646484082307277,44.6797821836754
-47.895791583166314,41.36054124707589,1.7155016213138283,1.954002161751771,2.3172124751680214,1.6980650909955002,2.883722967598203e-06,-0.8577508106569142,42.36054124707589,0.8577508106569142,42.36054124707589,0.8577508106569142,44.31454340882767,-0.8577508106569142,44.31454340882767
-47.294589178356716,41.013436874167056,1.701716816983306,1.9356224226444079,2.2979530204694747,1.6832499605739464,2.8336641324842157e-06,-0.850858408491653,42.01343687416706,0.850858408491653,42.01343687416706,0.850858408491653,43.94905929681147,-0.850858408491653,43.94905929681147
-46.69338677354709,40.66633250617655,1.6879465597967278,1.9172620797289703,2.2786790190952075,1.668450437237131,2.7840982801342342e-06,-0.8439732798983639,41.66633250617655,0.8439732798983639,41.66633250617655,0.8439732798983639,43.58359458590552,-0.8439732798983639,43.58359458590552
-46.09218436873746,40.31922813232792,1.6741950060809367,1.8989266747745825,2.2593863136924615,1.6536709273857304,2.735038570995081e-06,-0.8370975030404684,41.31922813232793,0.8370975030404684,41.31922813232793,0.8370975030404684,43.218154807102515,-0.8370975030404684,43.218154807102515
-45.49098196392784,39.97212376875491,1.6604663121627743,1.8806217495503659,2.240070749470322,1.6389158016490126,2.6864975287025786e-06,-0.8302331560813871,40.97212376875491,0.8302331560813871,40.97212376875491,0.8302331560813871,42.85274551830528,-0.8302331560813871,42.85274551830528
-44.88977955911822,39.625019398714734,1.6467646343690818,1.8623528458254426,2.2207281685080407,1.6241894658075138,2.6384872749808506e-06,-0.8233823171845409,40.625019398714734,0.8233823171845409,40.625019398714734,0.8233823171845409,42.487372244540175,-0.8233823171845409,42.487372244540175
-44.28857715430862,39.27791502819722,1.6330941290267014,1.8441255053689354,2.201354415049005,1.6094963095887085,2.5910193639850213e-06,-0.8165470645133507,40.27791502819722,0.8165470645133507,40.27791502819722,0.8165470645133507,42.12204053356616,-0.8165470645133507,42.12204053356616
-43.68737474949899,38.930810657679686,1.6194589524624734,1.8259452699499648,2.181945332811815,1.5948407247521255,2.544104844400032e-06,-0.8097294762312367,39.930810657679686,0.8097294762312367,39.930810657679686,0.8097294762312367,41.756755927629655,-0.8097294762312367,41.756755927629655
